Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre03.g163550.t1.1	CHLRE_03g163550v5
Cre03.g163600.t1.1	CHLRE_03g163600v5
Cre03.g163650.t1.1	CHLRE_03g163650v5
Cre03.g163700.t1.1	CHLRE_03g163700v5
Cre03.g163750.t1.1	CHLRE_03g163750v5
Cre03.g163800.t1.1	CHLRE_03g163800v5
Cre03.g163850.t1.1	CHLRE_03g163850v5
Cre03.g163900.t1.1	CHLRE_03g163900v5
Cre03.g163950.t1.1	CHLRE_03g163950v5
Cre03.g164000.t1.1	CHLRE_03g164000v5
Cre03.g164050.t1.1	CHLRE_03g164050v5
Cre03.g164101.t1.1	CHLRE_03g164101v5
Cre03.g164150.t1.1	CHLRE_03g164150v5
Cre03.g164200.t1.1	CHLRE_03g164200v5
Cre03.g164250.t1.1	CHLRE_03g164250v5
Cre03.g164300.t1.1	CHLRE_03g164300v5
Cre03.g164350.t1.1	CHLRE_03g164350v5
Cre03.g164400.t1.1	CHLRE_03g164400v5
Cre03.g164450.t1.1	CHLRE_03g164450v5
Cre03.g164500.t1.1	CHLRE_03g164500v5
Cre03.g164550.t1.1	CHLRE_03g164550v5
Cre03.g164600.t1.1	CHLRE_03g164600v5
Cre03.g164650.t1.1	CHLRE_03g164650v5
Cre03.g164700.t1.1	CHLRE_03g164700v5
Cre03.g164750.t1.1	CHLRE_03g164750v5
Cre03.g164800.t1.1	CHLRE_03g164800v5
Cre03.g164850.t1.1	CHLRE_03g164850v5
Cre03.g164900.t1.1	CHLRE_03g164900v5
Cre03.g164950.t1.1	CHLRE_03g164950v5
Cre03.g165000.t1.1	CHLRE_03g165000v5
Cre03.g165050.t1.1	CHLRE_03g165050v5
Cre03.g165100.t1.1	CHLRE_03g165100v5
Cre03.g165150.t1.1	CHLRE_03g165150v5
Cre03.g165169.t1.1	CHLRE_03g165169v5
Cre03.g165186.t1.1	CHLRE_03g165186v5
Cre03.g165200.t1.1	CHLRE_03g165200v5
Cre03.g165215.t1.1	CHLRE_03g165215v5
Cre03.g165250.t1.1	CHLRE_03g165250v5
Cre03.g165300.t1.1	CHLRE_03g165300v5
Cre03.g165350.t1.1	CHLRE_03g165350v5
Cre03.g165400.t1.1	CHLRE_03g165400v5
Cre03.g165450.t1.1	CHLRE_03g165450v5
Cre03.g165471.t1.1	CHLRE_03g165471v5
Cre03.g165500.t1.1	CHLRE_03g165500v5
Cre03.g165550.t1.1	CHLRE_03g165550v5
Cre03.g165600.t1.1	CHLRE_03g165600v5
Cre03.g165650.t1.1	CHLRE_03g165650v5
Cre03.g165700.t1.1	CHLRE_03g165700v5
Cre03.g165750.t1.1	CHLRE_03g165750v5
Cre03.g165801.t1.1	CHLRE_03g165801v5
Cre03.g165850.t1.1	CHLRE_03g165850v5
Cre03.g165900.t1.1	CHLRE_03g165900v5
Cre03.g165950.t1.1	CHLRE_03g165950v5
Cre03.g165976.t1.1	CHLRE_03g165976v5
Cre03.g166000.t1.1	CHLRE_03g166000v5
Cre03.g166050.t1.1	CHLRE_03g166050v5
Cre03.g166100.t1.1	CHLRE_03g166100v5
Cre03.g166150.t1.1	CHLRE_03g166150v5
Cre03.g166201.t1.1	CHLRE_03g166201v5
Cre03.g166250.t1.1	CHLRE_03g166250v5
Cre03.g166300.t1.1	CHLRE_03g166300v5
Cre03.g166350.t1.1	CHLRE_03g166350v5
Cre03.g166400.t1.1	CHLRE_03g166400v5
Cre03.g166450.t1.1	CHLRE_03g166450v5
Cre03.g166500.t1.1	CHLRE_03g166500v5
Cre03.g166550.t1.1	CHLRE_03g166550v5
Cre03.g166600.t1.1	CHLRE_03g166600v5
Cre03.g166650.t1.1	CHLRE_03g166650v5
Cre03.g166700.t1.1	CHLRE_03g166700v5
Cre03.g166750.t1.1	CHLRE_03g166750v5
Cre03.g166800.t1.1	CHLRE_03g166800v5
Cre03.g166850.t1.1	CHLRE_03g166850v5
Cre03.g166900.t1.1	CHLRE_03g166900v5
Cre03.g166950.t1.1	CHLRE_03g166950v5
Cre03.g167000.t1.1	CHLRE_03g167000v5
Cre03.g167050.t1.1	CHLRE_03g167050v5
Cre03.g167051.t1.1	CHLRE_03g167051v5
Cre03.g167101.t1.1	CHLRE_03g167101v5
Cre03.g167150.t1.1	CHLRE_03g167150v5
Cre03.g167200.t1.1	CHLRE_03g167200v5
Cre03.g167250.t1.1	CHLRE_03g167250v5
Cre03.g167300.t1.1	CHLRE_03g167300v5
Cre03.g167351.t1.1	CHLRE_03g167351v5
Cre03.g167400.t1.1	CHLRE_03g167400v5
Cre03.g167450.t1.1	CHLRE_03g167450v5
Cre03.g167500.t1.1	CHLRE_03g167500v5
Cre03.g167550.t1.1	CHLRE_03g167550v5
Cre03.g167600.t1.1	CHLRE_03g167600v5
Cre03.g167622.t1.1	CHLRE_03g167622v5
Cre03.g167644.t1.1	CHLRE_03g167644v5
Cre03.g167668.t1.1	CHLRE_03g167668v5
Cre03.g167690.t1.1	CHLRE_03g167690v5
Cre03.g167712.t1.1	CHLRE_03g167712v5
Cre03.g167734.t1.1	CHLRE_03g167734v5
Cre03.g167756.t1.1	CHLRE_03g167756v5
Cre03.g167778.t1.1	CHLRE_03g167778v5
Cre03.g167850.t1.1	CHLRE_03g167850v5
Cre03.g167887.t1.1	CHLRE_03g167887v5
Cre03.g167924.t1.1	CHLRE_03g167924v5
Cre03.g168000.t1.1	CHLRE_03g168000v5
Cre03.g168050.t1.1	CHLRE_03g168050v5
Cre03.g168100.t1.1	CHLRE_03g168100v5
Cre03.g168150.t1.1	CHLRE_03g168150v5
Cre03.g168200.t1.1	CHLRE_03g168200v5
Cre03.g168250.t1.1	CHLRE_03g168250v5
Cre03.g168300.t1.1	CHLRE_03g168300v5
Cre03.g168350.t1.1	CHLRE_03g168350v5
Cre03.g168400.t1.1	CHLRE_03g168400v5
Cre03.g168450.t1.1	CHLRE_03g168450v5
Cre03.g168500.t1.1	CHLRE_03g168500v5
Cre03.g168550.t1.1	CHLRE_03g168550v5
Cre03.g168600.t1.1	CHLRE_03g168600v5
Cre03.g168605.t1.1	CHLRE_03g168605v5
Cre03.g168650.t1.1	CHLRE_03g168650v5
Cre03.g168700.t1.1	CHLRE_03g168700v5
Cre03.g168750.t1.1	CHLRE_03g168750v5
Cre03.g168775.t1.1	CHLRE_03g168775v5
Cre03.g168800.t1.1	CHLRE_03g168800v5
Cre03.g168850.t1.1	CHLRE_03g168850v5
Cre03.g168900.t1.1	CHLRE_03g168900v5
Cre03.g168950.t1.1	CHLRE_03g168950v5
Cre03.g169000.t1.1	CHLRE_03g169000v5
Cre03.g169050.t1.1	CHLRE_03g169050v5
Cre03.g169100.t1.1	CHLRE_03g169100v5
Cre03.g169150.t1.1	CHLRE_03g169150v5
Cre03.g169200.t1.1	CHLRE_03g169200v5
Cre03.g169250.t1.1	CHLRE_03g169250v5
Cre03.g169300.t1.1	CHLRE_03g169300v5
Cre03.g169350.t1.1	CHLRE_03g169350v5
Cre03.g169400.t1.1	CHLRE_03g169400v5
Cre03.g169450.t1.1	CHLRE_03g169450v5
Cre03.g169500.t1.1	CHLRE_03g169500v5
Cre03.g169550.t1.1	CHLRE_03g169550v5
Cre03.g169601.t1.1	CHLRE_03g169601v5
Cre03.g169650.t1.1	CHLRE_03g169650v5
Cre03.g169700.t1.1	CHLRE_03g169700v5
Cre03.g169750.t1.1	CHLRE_03g169750v5
Cre03.g169800.t1.1	CHLRE_03g169800v5
Cre03.g169850.t1.1	CHLRE_03g169850v5
Cre03.g169900.t1.1	CHLRE_03g169900v5
Cre03.g169950.t1.1	CHLRE_03g169950v5
Cre03.g170001.t1.1	CHLRE_03g170001v5
Cre03.g170050.t1.1	CHLRE_03g170050v5
Cre03.g170100.t1.1	CHLRE_03g170100v5
Cre03.g170150.t1.1	CHLRE_03g170150v5
Cre03.g170200.t1.1	CHLRE_03g170200v5
Cre03.g170250.t1.1	CHLRE_03g170250v5
Cre03.g170300.t1.1	CHLRE_03g170300v5
Cre03.g170350.t1.1	CHLRE_03g170350v5
Cre03.g170400.t1.1	CHLRE_03g170400v5
Cre03.g170428.t1.1	CHLRE_03g170428v5
Cre03.g170450.t1.1	CHLRE_03g170450v5
Cre03.g170500.t1.1	CHLRE_03g170500v5
Cre03.g170550.t1.1	CHLRE_03g170550v5
Cre03.g170600.t1.1	CHLRE_03g170600v5
Cre03.g170601.t1.1	CHLRE_03g170601v5
Cre03.g170625.t1.1	CHLRE_03g170625v5
Cre03.g170650.t1.1	CHLRE_03g170650v5
Cre03.g170700.t1.1	CHLRE_03g170700v5
Cre03.g170750.t1.1	CHLRE_03g170750v5
Cre03.g170800.t1.1	CHLRE_03g170800v5
Cre03.g170850.t1.1	CHLRE_03g170850v5
Cre03.g170900.t1.1	CHLRE_03g170900v5
Cre03.g170950.t1.1	CHLRE_03g170950v5
Cre03.g171000.t1.1	CHLRE_03g171000v5
Cre03.g171050.t1.1	CHLRE_03g171050v5
Cre03.g171100.t1.1	CHLRE_03g171100v5
Cre03.g171150.t1.1	CHLRE_03g171150v5
Cre03.g171179.t1.1	CHLRE_03g171179v5
Cre03.g171200.t1.1	CHLRE_03g171200v5
Cre03.g171250.t1.1	CHLRE_03g171250v5
Cre03.g171300.t1.1	CHLRE_03g171300v5
Cre03.g171350.t1.1	CHLRE_03g171350v5
Cre03.g171387.t1.1	CHLRE_03g171387v5
Cre03.g171424.t1.1	CHLRE_03g171424v5
Cre03.g171461.t1.1	CHLRE_03g171461v5
Cre03.g171500.t1.1	CHLRE_03g171500v5
Cre03.g171550.t1.1	CHLRE_03g171550v5
Cre03.g171600.t1.1	CHLRE_03g171600v5
Cre03.g171650.t1.1	CHLRE_03g171650v5
Cre03.g171700.t1.1	CHLRE_03g171700v5
Cre03.g171751.t1.1	CHLRE_03g171751v5
Cre03.g171800.t1.1	CHLRE_03g171800v5
Cre03.g171850.t1.1	CHLRE_03g171850v5
Cre03.g171900.t1.1	CHLRE_03g171900v5
Cre03.g171950.t1.1	CHLRE_03g171950v5
Cre03.g172000.t1.1	CHLRE_03g172000v5
Cre03.g172050.t1.1	CHLRE_03g172050v5
Cre03.g172100.t1.1	CHLRE_03g172100v5
Cre03.g172150.t1.1	CHLRE_03g172150v5
Cre03.g172200.t1.1	CHLRE_03g172200v5
Cre03.g172250.t1.1	CHLRE_03g172250v5
Cre03.g172300.t1.1	CHLRE_03g172300v5
Cre03.g172322.t1.1	CHLRE_03g172322v5
Cre03.g172350.t1.1	CHLRE_03g172350v5
Cre03.g172376.t1.1	CHLRE_03g172376v5
Cre03.g172400.t1.1	CHLRE_03g172400v5
Cre03.g172451.t1.1	CHLRE_03g172451v5
Cre03.g172500.t1.1	CHLRE_03g172500v5
Cre03.g172550.t1.1	CHLRE_03g172550v5
Cre03.g172600.t1.1	CHLRE_03g172600v5
Cre03.g172650.t1.1	CHLRE_03g172650v5
Cre03.g172700.t1.1	CHLRE_03g172700v5
Cre03.g172750.t1.1	CHLRE_03g172750v5
Cre03.g172800.t1.1	CHLRE_03g172800v5
Cre03.g172850.t1.1	CHLRE_03g172850v5
Cre03.g172900.t1.1	CHLRE_03g172900v5
Cre03.g172950.t1.1	CHLRE_03g172950v5
Cre03.g173000.t1.1	CHLRE_03g173000v5
Cre03.g173050.t1.1	CHLRE_03g173050v5
Cre03.g173100.t1.1	CHLRE_03g173100v5
Cre03.g173132.t1.1	CHLRE_03g173132v5
Cre03.g173165.t1.1	CHLRE_03g173165v5
Cre03.g173200.t1.1	CHLRE_03g173200v5
Cre03.g173250.t1.1	CHLRE_03g173250v5
Cre03.g173300.t1.1	CHLRE_03g173300v5
Cre03.g173350.t1.1	CHLRE_03g173350v5
Cre03.g173400.t1.1	CHLRE_03g173400v5
Cre03.g173450.t1.1	CHLRE_03g173450v5
Cre03.g173500.t1.1	CHLRE_03g173500v5
Cre03.g173550.t1.1	CHLRE_03g173550v5
Cre03.g173600.t1.1	CHLRE_03g173600v5
Cre03.g173650.t1.1	CHLRE_03g173650v5
Cre03.g173700.t1.1	CHLRE_03g173700v5
Cre03.g173750.t1.1	CHLRE_03g173750v5
Cre03.g173800.t1.1	CHLRE_03g173800v5
Cre03.g173850.t1.1	CHLRE_03g173850v5
Cre03.g173900.t1.1	CHLRE_03g173900v5
Cre03.g173950.t1.1	CHLRE_03g173950v5
Cre03.g174000.t1.1	CHLRE_03g174000v5
Cre03.g174050.t1.1	CHLRE_03g174050v5
Cre03.g174076.t1.1	CHLRE_03g174076v5
Cre03.g174100.t1.1	CHLRE_03g174100v5
Cre03.g174150.t1.1	CHLRE_03g174150v5
Cre03.g174200.t1.1	CHLRE_03g174200v5
Cre03.g174250.t1.1	CHLRE_03g174250v5
Cre03.g174300.t1.1	CHLRE_03g174300v5
Cre03.g174350.t1.1	CHLRE_03g174350v5
Cre03.g174400.t1.1	CHLRE_03g174400v5
Cre03.g174450.t1.1	CHLRE_03g174450v5
Cre03.g174476.t1.1	CHLRE_03g174476v5
Cre03.g174500.t1.1	CHLRE_03g174500v5
Cre03.g174525.t1.1	CHLRE_03g174525v5
Cre03.g174550.t1.1	CHLRE_03g174550v5
Cre03.g174600.t1.1	CHLRE_03g174600v5
Cre03.g174650.t1.1	CHLRE_03g174650v5
Cre03.g174672.t1.1	CHLRE_03g174672v5
Cre03.g174700.t1.1	CHLRE_03g174700v5
Cre03.g174750.t1.1	CHLRE_03g174750v5
Cre03.g174800.t1.1	CHLRE_03g174800v5
Cre03.g174850.t1.1	CHLRE_03g174850v5
Cre03.g174900.t1.1	CHLRE_03g174900v5
Cre03.g174950.t1.1	CHLRE_03g174950v5
Cre03.g175000.t1.1	CHLRE_03g175000v5
Cre03.g175050.t1.1	CHLRE_03g175050v5
Cre03.g175100.t1.1	CHLRE_03g175100v5
Cre03.g175200.t1.1	CHLRE_03g175200v5
Cre03.g175250.t1.1	CHLRE_03g175250v5
Cre03.g175300.t1.1	CHLRE_03g175300v5
Cre03.g175351.t1.1	CHLRE_03g175351v5
Cre03.g175400.t1.1	CHLRE_03g175400v5
Cre03.g175451.t1.1	CHLRE_03g175451v5
Cre03.g175500.t1.1	CHLRE_03g175500v5
Cre03.g175550.t1.1	CHLRE_03g175550v5
Cre03.g175584.t1.1	CHLRE_03g175584v5
Cre03.g175600.t1.1	CHLRE_03g175600v5
Cre03.g175650.t1.1	CHLRE_03g175650v5
Cre03.g175700.t1.1	CHLRE_03g175700v5
Cre03.g175750.t1.1	CHLRE_03g175750v5
Cre03.g175800.t1.1	CHLRE_03g175800v5
Cre03.g175850.t1.1	CHLRE_03g175850v5
Cre03.g175851.t1.1	CHLRE_03g175851v5
Cre03.g175926.t1.1	CHLRE_03g175926v5
Cre03.g176000.t1.1	CHLRE_03g176000v5
Cre03.g176050.t1.1	CHLRE_03g176050v5
Cre03.g176100.t1.1	CHLRE_03g176100v5
Cre03.g176150.t1.1	CHLRE_03g176150v5
Cre03.g176200.t1.1	CHLRE_03g176200v5
Cre03.g176250.t1.1	CHLRE_03g176250v5
Cre03.g176300.t1.1	CHLRE_03g176300v5
Cre03.g176325.t1.1	CHLRE_03g176325v5
Cre03.g176350.t1.1	CHLRE_03g176350v5
Cre03.g176400.t1.1	CHLRE_03g176400v5
Cre03.g176440.t1.1	CHLRE_03g176440v5
Cre03.g176450.t1.1	CHLRE_03g176450v5
Cre03.g176500.t1.1	CHLRE_03g176500v5
Cre03.g176550.t1.1	CHLRE_03g176550v5
Cre03.g176600.t1.1	CHLRE_03g176600v5
Cre03.g176651.t1.1	CHLRE_03g176651v5
Cre03.g176700.t1.1	CHLRE_03g176700v5
Cre03.g176750.t1.1	CHLRE_03g176750v5
Cre03.g176800.t1.1	CHLRE_03g176800v5
Cre03.g176833.t1.1	CHLRE_03g176833v5
Cre03.g176866.t1.1	CHLRE_03g176866v5
Cre03.g176900.t1.1	CHLRE_03g176900v5
Cre03.g176930.t1.1	CHLRE_03g176930v5
Cre03.g176961.t1.1	CHLRE_03g176961v5
Cre03.g177007.t1.1	CHLRE_03g177007v5
Cre03.g177053.t1.1	CHLRE_03g177053v5
Cre03.g177100.t1.1	CHLRE_03g177100v5
Cre03.g177150.t1.1	CHLRE_03g177150v5
Cre03.g177200.t1.1	CHLRE_03g177200v5
Cre03.g177250.t1.1	CHLRE_03g177250v5
Cre03.g177300.t1.1	CHLRE_03g177300v5
Cre03.g177350.t1.1	CHLRE_03g177350v5
Cre03.g177400.t1.1	CHLRE_03g177400v5
Cre03.g177450.t1.1	CHLRE_03g177450v5
Cre03.g177476.t1.1	CHLRE_03g177476v5
Cre03.g177500.t1.1	CHLRE_03g177500v5
Cre03.g177550.t1.1	CHLRE_03g177550v5
Cre03.g177600.t1.1	CHLRE_03g177600v5
Cre03.g177650.t1.1	CHLRE_03g177650v5
Cre03.g177700.t1.1	CHLRE_03g177700v5
Cre03.g177711.t1.1	CHLRE_03g177711v5
Cre03.g177750.t1.1	CHLRE_03g177750v5
Cre03.g177800.t1.1	CHLRE_03g177800v5
Cre03.g177826.t1.1	CHLRE_03g177826v5
Cre03.g177850.t1.1	CHLRE_03g177850v5
Cre03.g177900.t1.1	CHLRE_03g177900v5
Cre03.g177950.t1.1	CHLRE_03g177950v5
Cre03.g178000.t1.1	CHLRE_03g178000v5
Cre03.g178014.t1.1	CHLRE_03g178014v5
Cre03.g178050.t1.1	CHLRE_03g178050v5
Cre03.g178075.t1.1	CHLRE_03g178075v5
Cre03.g178100.t1.1	CHLRE_03g178100v5
Cre03.g178150.t1.1	CHLRE_03g178150v5
Cre03.g178200.t1.1	CHLRE_03g178200v5
Cre03.g178250.t1.1	CHLRE_03g178250v5
Cre03.g178276.t1.1	CHLRE_03g178276v5
Cre03.g178300.t1.1	CHLRE_03g178300v5
Cre03.g178350.t1.1	CHLRE_03g178350v5
Cre03.g178400.t1.1	CHLRE_03g178400v5
Cre03.g178450.t1.1	CHLRE_03g178450v5
Cre03.g178500.t1.1	CHLRE_03g178500v5
Cre03.g178550.t1.1	CHLRE_03g178550v5
Cre03.g178600.t1.1	CHLRE_03g178600v5
Cre03.g178650.t1.1	CHLRE_03g178650v5
Cre03.g178700.t1.1	CHLRE_03g178700v5
Cre03.g178750.t1.1	CHLRE_03g178750v5
Cre03.g178850.t1.1	CHLRE_03g178850v5
Cre03.g178900.t1.1	CHLRE_03g178900v5
Cre03.g178950.t1.1	CHLRE_03g178950v5
Cre03.g179000.t1.1	CHLRE_03g179000v5
Cre03.g179050.t1.1	CHLRE_03g179050v5
Cre03.g179100.t1.1	CHLRE_03g179100v5
Cre03.g179150.t1.1	CHLRE_03g179150v5
Cre03.g179200.t1.1	CHLRE_03g179200v5
Cre03.g179250.t1.1	CHLRE_03g179250v5
Cre03.g179300.t1.1	CHLRE_03g179300v5
Cre03.g179350.t1.1	CHLRE_03g179350v5
Cre03.g179400.t1.1	CHLRE_03g179400v5
Cre03.g179450.t1.1	CHLRE_03g179450v5
Cre03.g179500.t1.1	CHLRE_03g179500v5
Cre03.g179550.t1.1	CHLRE_03g179550v5
Cre03.g179600.t1.1	CHLRE_03g179600v5
Cre03.g179650.t1.1	CHLRE_03g179650v5
Cre03.g179700.t1.1	CHLRE_03g179700v5
Cre03.g179750.t1.1	CHLRE_03g179750v5
Cre03.g179800.t1.1	CHLRE_03g179800v5
Cre03.g179820.t1.1	CHLRE_03g179820v5
Cre03.g179840.t1.1	CHLRE_03g179840v5
Cre03.g179860.t1.1	CHLRE_03g179860v5
Cre03.g179880.t1.1	CHLRE_03g179880v5
Cre03.g179901.t1.1	CHLRE_03g179901v5
Cre03.g179921.t1.1	CHLRE_03g179921v5
Cre03.g179941.t1.1	CHLRE_03g179941v5
Cre03.g179961.t1.1	CHLRE_03g179961v5
Cre03.g180000.t1.1	CHLRE_03g180000v5
Cre03.g180017.t1.1	CHLRE_03g180017v5
Cre03.g180050.t1.1	CHLRE_03g180050v5
Cre03.g180100.t1.1	CHLRE_03g180100v5
Cre03.g180151.t1.1	CHLRE_03g180151v5
Cre03.g180200.t1.1	CHLRE_03g180200v5
Cre03.g180250.t1.1	CHLRE_03g180250v5
Cre03.g180300.t1.1	CHLRE_03g180300v5
Cre03.g180350.t1.1	CHLRE_03g180350v5
Cre03.g180400.t1.1	CHLRE_03g180400v5
Cre03.g180450.t1.1	CHLRE_03g180450v5
Cre03.g180500.t1.1	CHLRE_03g180500v5
Cre03.g180550.t1.1	CHLRE_03g180550v5
Cre03.g180600.t1.1	CHLRE_03g180600v5
Cre03.g180650.t1.1	CHLRE_03g180650v5
Cre03.g180700.t1.1	CHLRE_03g180700v5
Cre03.g180750.t1.1	CHLRE_03g180750v5
Cre03.g180800.t1.1	CHLRE_03g180800v5
Cre03.g180850.t1.1	CHLRE_03g180850v5
Cre03.g180900.t1.1	CHLRE_03g180900v5
Cre03.g181000.t1.1	CHLRE_03g181000v5
Cre03.g181050.t1.1	CHLRE_03g181050v5
Cre03.g181100.t1.1	CHLRE_03g181100v5
Cre03.g181150.t1.1	CHLRE_03g181150v5
Cre03.g181200.t1.1	CHLRE_03g181200v5
Cre03.g181250.t1.1	CHLRE_03g181250v5
Cre03.g181300.t1.1	CHLRE_03g181300v5
Cre03.g181350.t1.1	CHLRE_03g181350v5
Cre03.g181400.t1.1	CHLRE_03g181400v5
Cre03.g181450.t1.1	CHLRE_03g181450v5
Cre03.g181500.t1.1	CHLRE_03g181500v5
Cre03.g181550.t1.1	CHLRE_03g181550v5
Cre03.g181576.t1.1	CHLRE_03g181576v5
Cre03.g181600.t1.1	CHLRE_03g181600v5
Cre03.g181650.t1.1	CHLRE_03g181650v5
Cre03.g181700.t1.1	CHLRE_03g181700v5
Cre03.g181750.t1.1	CHLRE_03g181750v5
Cre03.g181800.t1.1	CHLRE_03g181800v5
Cre03.g181900.t1.1	CHLRE_03g181900v5
Cre03.g181950.t1.1	CHLRE_03g181950v5
Cre03.g182000.t1.1	CHLRE_03g182000v5
Cre03.g182050.t1.1	CHLRE_03g182050v5
Cre03.g182100.t1.1	CHLRE_03g182100v5
Cre03.g182150.t1.1	CHLRE_03g182150v5
Cre03.g182200.t1.1	CHLRE_03g182200v5
Cre03.g182300.t1.1	CHLRE_03g182300v5
Cre03.g182350.t1.1	CHLRE_03g182350v5
Cre03.g182400.t1.1	CHLRE_03g182400v5
Cre03.g182450.t1.1	CHLRE_03g182450v5
Cre03.g182500.t1.1	CHLRE_03g182500v5
Cre03.g182550.t1.1	CHLRE_03g182550v5
Cre03.g182551.t1.1	CHLRE_03g182551v5
Cre03.g182600.t1.1	CHLRE_03g182600v5
Cre03.g182650.t1.1	CHLRE_03g182650v5
Cre03.g182700.t1.1	CHLRE_03g182700v5
Cre03.g182750.t1.1	CHLRE_03g182750v5
Cre03.g182800.t1.1	CHLRE_03g182800v5
Cre03.g182850.t1.1	CHLRE_03g182850v5
Cre03.g182900.t1.1	CHLRE_03g182900v5
Cre03.g182950.t1.1	CHLRE_03g182950v5
Cre03.g183000.t1.1	CHLRE_03g183000v5
Cre03.g183050.t1.1	CHLRE_03g183050v5
Cre03.g183100.t1.1	CHLRE_03g183100v5
Cre03.g183150.t1.1	CHLRE_03g183150v5
Cre03.g183200.t1.1	CHLRE_03g183200v5
Cre03.g183250.t1.1	CHLRE_03g183250v5
Cre03.g183300.t1.1	CHLRE_03g183300v5
Cre03.g183350.t1.1	CHLRE_03g183350v5
Cre03.g183400.t1.1	CHLRE_03g183400v5
Cre03.g183451.t1.1	CHLRE_03g183451v5
Cre03.g183500.t1.1	CHLRE_03g183500v5
Cre03.g183550.t1.1	CHLRE_03g183550v5
Cre03.g183600.t1.1	CHLRE_03g183600v5
Cre03.g183650.t1.1	CHLRE_03g183650v5
Cre03.g183700.t1.1	CHLRE_03g183700v5
Cre03.g183750.t1.1	CHLRE_03g183750v5
Cre03.g183800.t1.1	CHLRE_03g183800v5
Cre03.g183850.t1.1	CHLRE_03g183850v5
Cre03.g183900.t1.1	CHLRE_03g183900v5
Cre03.g183950.t1.1	CHLRE_03g183950v5
Cre03.g184000.t1.1	CHLRE_03g184000v5
Cre03.g184050.t1.1	CHLRE_03g184050v5
Cre03.g184100.t1.1	CHLRE_03g184100v5
Cre03.g184151.t1.1	CHLRE_03g184151v5
Cre03.g184200.t1.1	CHLRE_03g184200v5
Cre03.g184250.t1.1	CHLRE_03g184250v5
Cre03.g184300.t1.1	CHLRE_03g184300v5
Cre03.g184350.t1.1	CHLRE_03g184350v5
Cre03.g184400.t1.1	CHLRE_03g184400v5
Cre03.g184450.t1.1	CHLRE_03g184450v5
Cre03.g184500.t1.1	CHLRE_03g184500v5
Cre03.g184550.t1.1	CHLRE_03g184550v5
Cre03.g184600.t1.1	CHLRE_03g184600v5
Cre03.g184651.t1.1	CHLRE_03g184651v5
Cre03.g184700.t1.1	CHLRE_03g184700v5
Cre03.g184750.t1.1	CHLRE_03g184750v5
Cre03.g184800.t1.1	CHLRE_03g184800v5
Cre03.g184850.t1.1	CHLRE_03g184850v5
Cre03.g184900.t1.1	CHLRE_03g184900v5
Cre03.g184950.t1.1	CHLRE_03g184950v5
Cre03.g185000.t1.1	CHLRE_03g185000v5
Cre03.g185050.t1.1	CHLRE_03g185050v5
Cre03.g185100.t1.1	CHLRE_03g185100v5
Cre03.g185150.t1.1	CHLRE_03g185150v5
Cre03.g185200.t1.1	CHLRE_03g185200v5
Cre03.g185250.t1.1	CHLRE_03g185250v5
Cre03.g185300.t1.1	CHLRE_03g185300v5
Cre03.g185350.t1.1	CHLRE_03g185350v5
Cre03.g185400.t1.1	CHLRE_03g185400v5
Cre03.g185450.t1.1	CHLRE_03g185450v5
Cre03.g185500.t1.1	CHLRE_03g185500v5
Cre03.g185550.t1.1	CHLRE_03g185550v5
Cre03.g185600.t1.1	CHLRE_03g185600v5
Cre03.g185650.t1.1	CHLRE_03g185650v5
Cre03.g185700.t1.1	CHLRE_03g185700v5
Cre03.g185750.t1.1	CHLRE_03g185750v5
Cre03.g185800.t1.1	CHLRE_03g185800v5
Cre03.g185850.t1.1	CHLRE_03g185850v5
Cre03.g185900.t1.1	CHLRE_03g185900v5
Cre03.g185950.t1.1	CHLRE_03g185950v5
Cre03.g186000.t1.1	CHLRE_03g186000v5
Cre03.g186050.t1.1	CHLRE_03g186050v5
Cre03.g186100.t1.1	CHLRE_03g186100v5
Cre03.g186150.t1.1	CHLRE_03g186150v5
Cre03.g186200.t1.1	CHLRE_03g186200v5
Cre03.g186250.t1.1	CHLRE_03g186250v5
Cre03.g186300.t1.1	CHLRE_03g186300v5
Cre03.g186350.t1.1	CHLRE_03g186350v5
Cre03.g186400.t1.1	CHLRE_03g186400v5
Cre03.g186450.t1.1	CHLRE_03g186450v5
Cre03.g186500.t1.1	CHLRE_03g186500v5
Cre03.g186550.t1.1	CHLRE_03g186550v5
Cre03.g186600.t1.1	CHLRE_03g186600v5
Cre03.g186650.t1.1	CHLRE_03g186650v5
Cre03.g186700.t1.1	CHLRE_03g186700v5
Cre03.g186750.t1.1	CHLRE_03g186750v5
Cre03.g186800.t1.1	CHLRE_03g186800v5
Cre03.g186850.t1.1	CHLRE_03g186850v5
Cre03.g186900.t1.1	CHLRE_03g186900v5
Cre03.g186950.t1.1	CHLRE_03g186950v5
Cre03.g187000.t1.1	CHLRE_03g187000v5
Cre03.g187050.t1.1	CHLRE_03g187050v5
Cre03.g187100.t1.1	CHLRE_03g187100v5
Cre03.g187150.t1.1	CHLRE_03g187150v5
Cre03.g187200.t1.1	CHLRE_03g187200v5
Cre03.g187250.t1.1	CHLRE_03g187250v5
Cre03.g187300.t1.1	CHLRE_03g187300v5
Cre03.g187350.t1.1	CHLRE_03g187350v5
Cre03.g187400.t1.1	CHLRE_03g187400v5
Cre03.g187450.t1.1	CHLRE_03g187450v5
